trace_id,xv_splits-page_label-10
0000-0,9.0
0000-1,3.0
0000-10,7.0
0000-11,9.0
0000-12,0.0
0000-13,7.0
0000-14,4.0
0000-15,9.0
0000-16,5.0
0000-17,2.0
0000-18,5.0
0000-19,5.0
0000-2,1.0
0000-20,2.0
0000-21,3.0
0000-22,9.0
0000-23,8.0
0000-24,2.0
0000-25,8.0
0000-26,6.0
0000-27,6.0
0000-28,7.0
0000-29,1.0
0000-3,4.0
0000-30,2.0
0000-31,7.0
0000-32,3.0
0000-33,5.0
0000-34,1.0
0000-35,6.0
0000-36,0.0
0000-37,3.0
0000-38,7.0
0000-39,0.0
0000-4,6.0
0000-40,7.0
0000-41,0.0
0000-42,2.0
0000-43,8.0
0000-44,4.0
0000-45,8.0
0000-46,9.0
0000-47,0.0
0000-48,5.0
0000-49,0.0
0000-5,7.0
0000-50,0.0
0000-51,4.0
0000-52,8.0
0000-53,6.0
0000-54,2.0
0000-55,9.0
0000-56,2.0
0000-57,5.0
0000-58,0.0
0000-59,6.0
0000-6,8.0
0000-60,5.0
0000-61,1.0
0000-62,3.0
0000-63,4.0
0000-64,0.0
0000-65,3.0
0000-66,3.0
0000-67,6.0
0000-68,6.0
0000-69,3.0
0000-7,1.0
0000-70,6.0
0000-71,7.0
0000-72,1.0
0000-73,1.0
0000-74,4.0
0000-75,5.0
0000-76,4.0
0000-77,9.0
0000-78,4.0
0000-79,5.0
0000-8,1.0
0000-80,9.0
0000-81,4.0
0000-82,8.0
0000-83,9.0
0000-84,4.0
0000-85,2.0
0000-86,5.0
0000-87,8.0
0000-88,8.0
0000-89,3.0
0000-9,9.0
0000-90,7.0
0000-91,6.0
0000-92,7.0
0000-93,2.0
0000-94,1.0
0000-95,3.0
0000-96,2.0
0000-97,8.0
0000-98,0.0
0000-99,1.0
0001-0,5.0
0001-1,3.0
0001-10,7.0
0001-11,6.0
0001-12,4.0
0001-13,8.0
0001-14,5.0
0001-15,7.0
0001-16,9.0
0001-17,9.0
0001-18,2.0
0001-19,6.0
0001-2,1.0
0001-20,7.0
0001-21,5.0
0001-22,0.0
0001-23,6.0
0001-24,5.0
0001-25,0.0
0001-26,0.0
0001-27,5.0
0001-28,9.0
0001-29,8.0
0001-3,7.0
0001-30,1.0
0001-31,8.0
0001-32,1.0
0001-33,3.0
0001-34,1.0
0001-35,8.0
0001-36,6.0
0001-37,9.0
0001-38,5.0
0001-39,1.0
0001-4,7.0
0001-40,3.0
0001-41,8.0
0001-42,3.0
0001-43,7.0
0001-44,6.0
0001-45,1.0
0001-46,0.0
0001-47,8.0
0001-48,3.0
0001-49,0.0
0001-5,1.0
0001-50,5.0
0001-51,4.0
0001-52,8.0
0001-53,2.0
0001-54,4.0
0001-55,9.0
0001-56,2.0
0001-57,1.0
0001-58,2.0
0001-59,3.0
0001-6,9.0
0001-60,0.0
0001-61,3.0
0001-62,4.0
0001-63,1.0
0001-64,6.0
0001-65,0.0
0001-66,7.0
0001-67,3.0
0001-68,7.0
0001-69,9.0
0001-7,5.0
0001-70,4.0
0001-71,9.0
0001-72,4.0
0001-73,0.0
0001-74,6.0
0001-75,0.0
0001-76,8.0
0001-77,5.0
0001-78,4.0
0001-79,6.0
0001-8,6.0
0001-80,8.0
0001-81,5.0
0001-82,7.0
0001-83,7.0
0001-84,2.0
0001-85,4.0
0001-86,6.0
0001-87,1.0
0001-88,2.0
0001-89,2.0
0001-9,8.0
0001-90,9.0
0001-91,2.0
0001-92,3.0
0001-93,0.0
0001-94,3.0
0001-95,4.0
0001-96,9.0
0001-97,4.0
0001-98,2.0
0001-99,2.0
0002-0,1.0
0002-1,4.0
0002-10,4.0
0002-11,5.0
0002-12,4.0
0002-13,0.0
0002-14,6.0
0002-15,3.0
0002-16,9.0
0002-17,3.0
0002-18,2.0
0002-19,5.0
0002-2,8.0
0002-20,1.0
0002-21,5.0
0002-22,6.0
0002-23,2.0
0002-24,7.0
0002-25,9.0
0002-26,4.0
0002-27,5.0
0002-28,0.0
0002-29,6.0
0002-3,4.0
0002-30,2.0
0002-31,7.0
0002-32,1.0
0002-33,0.0
0002-34,9.0
0002-35,8.0
0002-36,1.0
0002-37,9.0
0002-38,0.0
0002-39,1.0
0002-4,2.0
0002-40,3.0
0002-41,3.0
0002-42,5.0
0002-43,1.0
0002-44,5.0
0002-45,4.0
0002-46,7.0
0002-47,4.0
0002-48,3.0
0002-49,6.0
0002-5,5.0
0002-50,6.0
0002-51,5.0
0002-52,8.0
0002-53,0.0
0002-54,2.0
0002-55,9.0
0002-56,2.0
0002-57,7.0
0002-58,4.0
0002-59,8.0
0002-6,7.0
0002-60,1.0
0002-61,5.0
0002-62,8.0
0002-63,7.0
0002-64,2.0
0002-65,3.0
0002-66,7.0
0002-67,0.0
0002-68,9.0
0002-69,6.0
0002-7,7.0
0002-70,8.0
0002-71,1.0
0002-72,7.0
0002-73,6.0
0002-74,3.0
0002-75,4.0
0002-76,2.0
0002-77,7.0
0002-78,0.0
0002-79,2.0
0002-8,0.0
0002-80,9.0
0002-81,3.0
0002-82,9.0
0002-83,3.0
0002-84,8.0
0002-85,4.0
0002-86,8.0
0002-87,9.0
0002-88,8.0
0002-89,2.0
0002-9,6.0
0002-90,0.0
0002-91,8.0
0002-92,0.0
0002-93,3.0
0002-94,9.0
0002-95,6.0
0002-96,1.0
0002-97,1.0
0002-98,5.0
0002-99,6.0
0003-0,9.0
0003-1,7.0
0003-10,9.0
0003-11,9.0
0003-12,2.0
0003-13,2.0
0003-14,7.0
0003-15,3.0
0003-16,0.0
0003-17,5.0
0003-18,0.0
0003-19,9.0
0003-2,7.0
0003-20,8.0
0003-21,0.0
0003-22,4.0
0003-23,5.0
0003-24,7.0
0003-25,4.0
0003-26,8.0
0003-27,2.0
0003-28,3.0
0003-29,1.0
0003-3,8.0
0003-30,2.0
0003-31,5.0
0003-32,5.0
0003-33,1.0
0003-34,6.0
0003-35,4.0
0003-36,2.0
0003-37,5.0
0003-38,8.0
0003-39,7.0
0003-4,6.0
0003-40,6.0
0003-41,7.0
0003-42,3.0
0003-43,1.0
0003-44,1.0
0003-45,2.0
0003-46,8.0
0003-47,5.0
0003-48,4.0
0003-49,4.0
0003-5,5.0
0003-50,8.0
0003-51,3.0
0003-52,0.0
0003-53,6.0
0003-54,4.0
0003-55,3.0
0003-56,6.0
0003-57,8.0
0003-58,0.0
0003-59,6.0
0003-6,9.0
