trace_id,xv_splits-page_label-5
0000-0,1.0
0000-1,3.0
0000-10,4.0
0000-11,3.0
0000-12,2.0
0000-13,0.0
0000-14,0.0
0000-15,3.0
0000-16,3.0
0000-17,3.0
0000-18,0.0
0000-19,3.0
0000-2,4.0
0000-20,4.0
0000-21,1.0
0000-22,4.0
0000-23,0.0
0000-24,0.0
0000-25,4.0
0000-26,4.0
0000-27,1.0
0000-28,3.0
0000-29,2.0
0000-3,0.0
0000-30,1.0
0000-31,1.0
0000-32,1.0
0000-33,4.0
0000-34,1.0
0000-35,2.0
0000-36,4.0
0000-37,0.0
0000-38,3.0
0000-39,3.0
0000-4,0.0
0000-40,2.0
0000-41,0.0
0000-42,0.0
0000-43,1.0
0000-44,3.0
0000-45,3.0
0000-46,2.0
0000-47,3.0
0000-48,2.0
0000-49,0.0
0000-5,0.0
0000-50,4.0
0000-51,4.0
0000-52,3.0
0000-53,2.0
0000-54,3.0
0000-55,4.0
0000-56,2.0
0000-57,0.0
0000-58,2.0
0000-59,2.0
0000-6,4.0
0000-60,3.0
0000-61,1.0
0000-62,1.0
0000-63,2.0
0000-64,3.0
0000-65,2.0
0000-66,0.0
0000-67,1.0
0000-68,2.0
0000-69,4.0
0000-7,2.0
0000-70,2.0
0000-71,0.0
0000-72,1.0
0000-73,3.0
0000-74,4.0
0000-75,3.0
0000-76,0.0
0000-77,1.0
0000-78,4.0
0000-79,1.0
0000-8,1.0
0000-80,1.0
0000-81,2.0
0000-82,1.0
0000-83,2.0
0000-84,0.0
0000-85,2.0
0000-86,1.0
0000-87,0.0
0000-88,2.0
0000-89,4.0
0000-9,4.0
0000-90,2.0
0000-91,3.0
0000-92,1.0
0000-93,1.0
0000-94,0.0
0000-95,4.0
0000-96,4.0
0000-97,0.0
0000-98,3.0
0000-99,4.0
0001-0,3.0
0001-1,4.0
0001-10,4.0
0001-11,4.0
0001-12,3.0
0001-13,0.0
0001-14,3.0
0001-15,1.0
0001-16,3.0
0001-17,0.0
0001-18,2.0
0001-19,3.0
0001-2,0.0
0001-20,0.0
0001-21,3.0
0001-22,1.0
0001-23,1.0
0001-24,0.0
0001-25,2.0
0001-26,4.0
0001-27,2.0
0001-28,1.0
0001-29,3.0
0001-3,2.0
0001-30,3.0
0001-31,4.0
0001-32,2.0
0001-33,0.0
0001-34,1.0
0001-35,3.0
0001-36,0.0
0001-37,4.0
0001-38,2.0
0001-39,0.0
0001-4,0.0
0001-40,1.0
0001-41,3.0
0001-42,3.0
0001-43,3.0
0001-44,4.0
0001-45,1.0
0001-46,2.0
0001-47,3.0
0001-48,2.0
0001-49,4.0
0001-5,1.0
0001-50,2.0
0001-51,0.0
0001-52,2.0
0001-53,3.0
0001-54,1.0
0001-55,0.0
0001-56,1.0
0001-57,0.0
0001-58,2.0
0001-59,0.0
0001-6,1.0
0001-60,3.0
0001-61,0.0
0001-62,0.0
0001-63,2.0
0001-64,0.0
0001-65,2.0
0001-66,4.0
0001-67,4.0
0001-68,1.0
0001-69,2.0
0001-7,1.0
0001-70,4.0
0001-71,3.0
0001-72,4.0
0001-73,3.0
0001-74,4.0
0001-75,0.0
0001-76,1.0
0001-77,4.0
0001-78,2.0
0001-79,0.0
0001-8,1.0
0001-80,1.0
0001-81,2.0
0001-82,4.0
0001-83,4.0
0001-84,3.0
0001-85,1.0
0001-86,0.0
0001-87,2.0
0001-88,0.0
0001-89,4.0
0001-9,4.0
0001-90,2.0
0001-91,1.0
0001-92,3.0
0001-93,2.0
0001-94,3.0
0001-95,2.0
0001-96,1.0
0001-97,1.0
0001-98,4.0
0001-99,4.0
0002-0,3.0
0002-1,3.0
0002-10,4.0
0002-11,0.0
0002-12,2.0
0002-13,0.0
0002-14,0.0
0002-15,2.0
0002-16,1.0
0002-17,4.0
0002-18,1.0
0002-19,4.0
0002-2,1.0
0002-20,1.0
0002-21,0.0
0002-22,2.0
0002-23,3.0
0002-24,0.0
0002-25,3.0
0002-26,4.0
0002-27,0.0
0002-28,1.0
0002-29,2.0
0002-3,3.0
0002-30,2.0
0002-31,3.0
0002-32,1.0
0002-33,0.0
0002-34,3.0
0002-35,3.0
0002-36,1.0
0002-37,3.0
0002-38,3.0
0002-39,2.0
0002-4,2.0
0002-40,0.0
0002-41,0.0
0002-42,2.0
0002-43,0.0
0002-44,1.0
0002-45,0.0
0002-46,1.0
0002-47,2.0
0002-48,3.0
0002-49,3.0
0002-5,2.0
0002-50,3.0
0002-51,1.0
0002-52,4.0
0002-53,0.0
0002-54,4.0
0002-55,4.0
0002-56,2.0
0002-57,2.0
0002-58,2.0
0002-59,1.0
0002-6,4.0
0002-60,4.0
0002-61,0.0
0002-62,0.0
0002-63,4.0
0002-64,4.0
0002-65,4.0
0002-66,0.0
0002-67,0.0
0002-68,3.0
0002-69,1.0
0002-7,1.0
0002-70,2.0
0002-71,1.0
0002-72,4.0
0002-73,3.0
0002-74,1.0
0002-75,3.0
0002-76,2.0
0002-77,4.0
0002-78,1.0
0002-79,2.0
0002-8,3.0
0002-80,1.0
0002-81,4.0
0002-82,4.0
0002-83,4.0
0002-84,4.0
0002-85,1.0
0002-86,3.0
0002-87,3.0
0002-88,1.0
0002-89,2.0
0002-9,2.0
0002-90,0.0
0002-91,2.0
0002-92,0.0
0002-93,1.0
0002-94,4.0
0002-95,2.0
0002-96,0.0
0002-97,0.0
0002-98,4.0
0002-99,3.0
0003-0,0.0
0003-1,2.0
0003-10,1.0
0003-11,0.0
0003-12,1.0
0003-13,2.0
0003-14,4.0
0003-15,4.0
0003-16,2.0
0003-17,2.0
0003-18,3.0
0003-19,4.0
0003-2,3.0
0003-20,4.0
0003-21,2.0
0003-22,4.0
0003-23,3.0
0003-24,2.0
0003-25,2.0
0003-26,3.0
0003-27,3.0
0003-28,4.0
0003-29,1.0
0003-3,0.0
0003-30,1.0
0003-31,0.0
0003-32,3.0
0003-33,0.0
0003-34,3.0
0003-35,0.0
0003-36,2.0
0003-37,4.0
0003-38,3.0
0003-39,0.0
0003-4,1.0
0003-40,1.0
0003-41,4.0
0003-42,1.0
0003-43,3.0
0003-44,1.0
0003-45,0.0
0003-46,1.0
0003-47,3.0
0003-48,2.0
0003-49,0.0
0003-5,3.0
0003-50,1.0
0003-51,3.0
0003-52,4.0
0003-53,0.0
0003-54,2.0
0003-55,3.0
0003-56,4.0
0003-57,1.0
0003-58,3.0
0003-59,2.0
0003-6,0.0
0003-60,1.0
0003-61,2.0
0003-62,3.0
0003-63,0.0
0003-64,0.0
0003-65,0.0
0003-66,1.0
0003-67,1.0
0003-68,0.0
0003-69,4.0
0003-7,1.0
0003-70,2.0
0003-71,4.0
0003-72,2.0
0003-73,4.0
0003-74,1.0
0003-75,1.0
0003-76,2.0
0003-77,2.0
0003-78,0.0
0003-79,4.0
0003-8,4.0
0003-80,0.0
0003-81,1.0
0003-82,3.0
0003-83,4.0
0003-84,0.0
0003-85,3.0
0003-86,1.0
0003-87,3.0
0003-88,2.0
0003-89,3.0
0003-9,2.0
0003-90,2.0
0003-91,4.0
0003-92,0.0
0003-93,1.0
0003-94,3.0
0003-95,0.0
0003-96,4.0
0003-97,2.0
0003-98,4.0
0003-99,4.0
0004-0,4.0
0004-1,4.0
0004-10,4.0
0004-11,4.0
0004-12,1.0
0004-13,4.0
0004-14,4.0
0004-15,3.0
0004-16,0.0
0004-17,0.0
0004-18,4.0
0004-19,2.0
0004-2,3.0
0004-20,4.0
0004-21,2.0
0004-22,2.0
0004-23,2.0
0004-24,3.0
0004-25,3.0
0004-26,4.0
0004-27,4.0
0004-28,1.0
0004-29,4.0
0004-3,1.0
0004-30,2.0
0004-31,2.0
0004-32,3.0
0004-33,0.0
0004-34,0.0
0004-35,3.0
0004-36,3.0
0004-37,0.0
0004-38,1.0
0004-39,3.0
0004-4,0.0
0004-40,1.0
0004-41,0.0
0004-42,3.0
0004-43,1.0
0004-44,1.0
0004-45,4.0
0004-46,4.0
0004-47,1.0
0004-48,2.0
0004-49,2.0
0004-5,1.0
0004-50,3.0
0004-51,0.0
0004-52,1.0
0004-53,3.0
0004-54,0.0
0004-55,1.0
0004-56,2.0
0004-57,1.0
0004-58,4.0
0004-59,3.0
0004-6,1.0
0004-60,4.0
0004-61,0.0
0004-62,2.0
0004-63,3.0
0004-64,1.0
0004-65,1.0
0004-66,3.0
0004-67,0.0
0004-68,2.0
0004-69,0.0
0004-7,0.0
0004-70,4.0
0004-71,2.0
0004-72,1.0
0004-73,3.0
0004-74,0.0
0004-75,0.0
0004-76,3.0
0004-77,3.0
0004-78,2.0
0004-79,2.0
0004-8,1.0
0004-80,2.0
0004-81,4.0
0004-82,0.0
0004-83,3.0
0004-84,4.0
0004-85,4.0
0004-86,1.0
0004-87,0.0
0004-88,2.0
0004-89,2.0
0004-9,2.0
0004-90,0.0
0004-91,2.0
0004-92,4.0
0004-93,3.0
0004-94,1.0
0004-95,2.0
0004-96,0.0
0004-97,0.0
0004-98,3.0
0004-99,1.0
0005-0,2.0
0005-1,4.0
0005-10,4.0
0005-11,2.0
0005-12,2.0
0005-13,3.0
0005-14,0.0
0005-15,0.0
0005-16,2.0
0005-17,3.0
0005-18,1.0
0005-19,4.0
0005-2,2.0
0005-20,3.0
0005-21,1.0
0005-22,0.0
0005-23,0.0
0005-24,4.0
0005-25,3.0
0005-26,3.0
0005-27,2.0
0005-28,0.0
0005-29,0.0
0005-3,3.0
0005-30,2.0
0005-31,4.0
0005-32,4.0
0005-33,4.0
0005-34,4.0
0005-35,3.0
0005-36,1.0
0005-37,3.0
0005-38,2.0
0005-39,0.0
0005-4,0.0
0005-40,2.0
0005-41,2.0
0005-42,2.0
0005-43,3.0
0005-44,1.0
0005-45,0.0
0005-46,3.0
0005-47,4.0
0005-48,2.0
0005-49,2.0
0005-5,0.0
0005-50,4.0
0005-51,1.0
0005-52,4.0
0005-53,0.0
0005-54,4.0
0005-55,2.0
0005-56,2.0
0005-57,4.0
0005-58,2.0
0005-59,4.0
0005-6,0.0
0005-60,0.0
0005-61,3.0
0005-62,1.0
0005-63,1.0
0005-64,1.0
0005-65,1.0
0005-66,0.0
0005-67,4.0
0005-68,4.0
0005-69,3.0
0005-7,1.0
0005-70,2.0
0005-71,4.0
0005-72,3.0
0005-73,3.0
0005-74,4.0
0005-75,3.0
0005-76,4.0
0005-77,1.0
0005-78,1.0
0005-79,2.0
0005-8,1.0
0005-80,1.0
0005-81,0.0
0005-82,3.0
0005-83,1.0
0005-84,1.0
0005-85,0.0
0005-86,1.0
0005-87,0.0
0005-88,0.0
0005-89,3.0
0005-9,3.0
0005-90,0.0
0005-91,2.0
0005-92,0.0
0005-93,2.0
0005-94,3.0
0005-95,3.0
0005-96,1.0
0005-97,4.0
0005-98,1.0
0005-99,1.0
0006-0,3.0
0006-1,2.0
0006-10,0.0
0006-11,3.0
0006-12,2.0
0006-13,4.0
0006-14,1.0
0006-15,2.0
0006-16,2.0
0006-17,0.0
0006-18,2.0
0006-19,4.0
0006-2,1.0
0006-20,1.0
0006-21,3.0
0006-22,0.0
0006-23,0.0
0006-24,1.0
0006-25,4.0
0006-26,4.0
0006-27,2.0
0006-28,3.0
0006-29,0.0
0006-3,2.0
0006-30,3.0
0006-31,3.0
0006-32,3.0
0006-33,1.0
0006-34,2.0
0006-35,4.0
0006-36,0.0
0006-37,1.0
0006-38,0.0
0006-39,1.0
0006-4,0.0
0006-40,4.0
0006-41,3.0
0006-42,4.0
0006-43,0.0
0006-44,1.0
0006-45,0.0
0006-46,1.0
0006-47,3.0
0006-48,1.0
0006-49,3.0
0006-5,4.0
0006-50,0.0
0006-51,1.0
0006-52,2.0
0006-53,3.0
0006-54,4.0
0006-55,1.0
0006-56,3.0
0006-57,0.0
0006-58,1.0
0006-59,2.0
0006-6,4.0
0006-60,2.0
0006-61,3.0
0006-62,0.0
0006-63,4.0
0006-64,3.0
0006-65,4.0
0006-66,4.0
0006-67,1.0
0006-68,0.0
0006-69,2.0
0006-7,2.0
0006-70,4.0
0006-71,3.0
0006-72,1.0
0006-73,0.0
0006-74,4.0
0006-75,3.0
0006-76,2.0
0006-77,4.0
0006-78,1.0
0006-79,2.0
0006-8,2.0
0006-80,4.0
0006-81,3.0
0006-82,2.0
0006-83,4.0
0006-84,3.0
0006-85,1.0
0006-86,4.0
0006-87,0.0
0006-88,0.0
0006-89,2.0
0006-9,0.0
0006-90,2.0
0006-91,0.0
0006-92,1.0
0006-93,3.0
0006-94,2.0
0006-95,1.0
0006-96,0.0
0006-97,3.0
0006-98,1.0
0006-99,4.0
0007-0,1.0
0007-1,0.0
0007-10,4.0
0007-11,0.0
0007-12,3.0
0007-13,2.0
0007-14,2.0
0007-15,4.0
0007-16,1.0
0007-17,2.0
0007-18,1.0
0007-19,0.0
0007-2,2.0
0007-20,1.0
0007-21,1.0
0007-22,2.0
0007-23,0.0
0007-24,0.0
0007-25,4.0
0007-26,0.0
0007-27,1.0
0007-28,3.0
0007-29,2.0
0007-3,2.0
0007-30,3.0
0007-31,1.0
0007-32,4.0
0007-33,1.0
0007-34,1.0
0007-35,4.0
0007-36,3.0
0007-37,3.0
0007-38,0.0
0007-39,2.0
0007-4,3.0
0007-40,1.0
0007-41,0.0
0007-42,3.0
0007-43,0.0
0007-44,3.0
0007-45,4.0
0007-46,1.0
0007-47,1.0
0007-48,2.0
0007-49,0.0
0007-5,3.0
0007-50,2.0
0007-51,0.0
0007-52,3.0
0007-53,0.0
0007-54,4.0
0007-55,0.0
0007-56,3.0
0007-57,3.0
0007-58,4.0
0007-59,4.0
0007-6,3.0
0007-60,2.0
0007-61,3.0
0007-62,4.0
0007-63,0.0
0007-64,0.0
0007-65,2.0
0007-66,0.0
0007-67,3.0
0007-68,3.0
0007-69,1.0
0007-7,2.0
0007-70,1.0
0007-71,4.0
0007-72,4.0
0007-73,0.0
0007-74,3.0
0007-75,0.0
0007-76,1.0
0007-77,1.0
0007-78,4.0
0007-79,4.0
0007-8,1.0
0007-80,2.0
0007-81,4.0
0007-82,0.0
0007-83,2.0
0007-84,4.0
0007-85,4.0
0007-86,3.0
0007-87,1.0
0007-88,2.0
0007-89,1.0
0007-9,2.0
0007-90,0.0
0007-91,2.0
0007-92,1.0
0007-93,4.0
0007-94,3.0
0007-95,3.0
0007-96,4.0
0007-97,4.0
0007-98,2.0
0007-99,2.0
0008-0,0.0
0008-1,4.0
0008-10,3.0
0008-11,1.0
0008-12,4.0
0008-13,2.0
0008-14,4.0
0008-15,1.0
0008-16,2.0
0008-17,4.0
0008-18,4.0
0008-19,2.0
0008-2,3.0
0008-20,2.0
0008-21,1.0
0008-22,3.0
0008-23,3.0
0008-24,1.0
0008-25,2.0
0008-26,3.0
0008-27,0.0
0008-28,4.0
0008-29,4.0
